prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,BLUEFISH,198917128701wd,11345198901125867,0,4,5,,2,1,5,5,Y,0,10,,0.5,1134519890112002,867,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1134519890112,01,wd,,,1134519890112002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835250101,,1,1,8,1145,32444,2,44,3217.1815562,198917128701wd,,0,1134519890112002
,BLUEFISH,198917128701wd,11345198901125867,0,4,5,,2,1,5,5,Y,6,15,,0.5,1134519890112001,867,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1134519890112,01,wd,,,1134519890112001,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835250101,,1,1,8,1142,32444,2,46,3217.1815562,198917128701wd,,0,1134519890112001
,,198917128701we,113161989011557504,0,J,5,,2,1,57,57,Y,0,25,,3,1131619890115020,504,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115020,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1555,33569,2,32,1965.1055967,198917128701we,,0,1131619890115020
,SPOTTED SEATROUT,198917128701we,113161989011557504,0,J,5,,2,1,57,57,Y,3,18,,5,1131619890115019,504,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115019,1,0,1,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1545,33569,2,31,1965.1055967,198917128701we,,0,1131619890115019
,SPOTTED SEATROUT,198917128701wd,1134619890126123885,0,3,5,,2,1,123,123,Y,1,15,,4.5,1134619890126004,885,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1134619890126,01,wd,,,1134619890126004,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1527,32356,2,72,4142.0434793,198917128701wd,,0,1134619890126004
,,198917128701we,113161989011557504,0,J,5,,2,1,57,57,Y,1,12,,3.5,1131619890115018,504,8,7,2,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115018,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1530,33612,2,29,1965.1055967,198917128701we,,0,1131619890115018
,,198917128701we,113161989011557504,0,J,5,,2,1,57,57,Y,1,12,,3.5,1131619890115017,504,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115017,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1530,33612,2,26,1965.1055967,198917128701we,,0,1131619890115017
RED DRUM,GULF FLOUNDER,198917128701we,113161989011557504,0,J,5,,2,1,57,57,Y,5,70,,1,1131619890115016,504,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115016,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8857030302,8835440901,1,1,8,1515,33629,2,35,1965.1055967,198917128701we,,0,1131619890115016
,SPOTTED SEATROUT,198917128701we,113161989011557504,0,J,5,,2,1,57,57,Y,7,50,,5,1131619890115015,504,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115015,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1510,33610,2,23,1965.1055967,198917128701we,,0,1131619890115015
,SPOTTED SEATROUT,198917128701we,1131619890115103504,0,J,5,,2,1,103,57,Y,8,150,,2.5,1131619890115014,504,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115014,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1430,33617,2,33,2955.8118114,198917128701we,,0,1131619890115014
,SPOTTED SEATROUT,198917128701we,113161989011557504,0,J,5,,3,0,57,57,Y,2,12,,7,1131619890115013,504,8,7,0,0,1,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115013,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1415,33566,2,29,1965.1055967,198917128701we,,0,1131619890115012
,SPOTTED SEATROUT,198917128701we,113161989011557504,0,J,5,,1,2,57,57,Y,15,25,,7,1131619890115012,504,8,7,1,11,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115012,1,15,0,8,1,,,12JUN91:15:13,8,2,1,,,,8835440102,,1,1,2,1415,33619,2,35,1965.1055967,198917128701we,,0,1131619890115012
,,198917128701we,113161989011557504,0,J,5,,2,1,57,57,Y,40,175,,3,1131619890115011,504,8,7,3,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115011,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1330,33570,2,43,1965.1055967,198917128701we,,0,1131619890115011
,,198917128701we,113161989011557504,0,J,5,,2,1,57,103,Y,3,7,,3,1131619890115010,504,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115010,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1300,33716,2,23,1965.1055967,198917128701we,,0,1131619890115010
,SPOTTED SEATROUT,198917128701we,113161989011557504,0,J,5,,2,1,57,103,Y,3,7,,3,1131619890115009,504,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115009,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1300,33716,2,20,1965.1055967,198917128701we,,0,1131619890115009
,SPOTTED SEATROUT,198917128701we,113161989011557504,0,J,5,,2,1,57,105,Y,1,4,,4,1131619890115008,504,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115008,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1210,33809,2,40,1965.1055967,198917128701we,,0,1131619890115008
,SPOTTED SEATROUT,198917128701we,113161989011557504,0,J,5,,2,1,57,105,Y,1,4,,4,1131619890115007,504,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115007,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1210,33809,2,45,1965.1055967,198917128701we,,0,1131619890115007
,SPOTTED SEATROUT,198917128701wd,1134619890127123153,0,3,5,,2,1,123,257,O,0,0,,8,1134619890127009,153,8,7,0,0,0,,,,6,12,13,7,1,1,1989,1134619890127,01,wd,,,1134619890127009,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1709,30577,2,35,3379.309101,198917128701wd,,0,1134619890127009
,SPOTTED SEATROUT,198917128701we,113161989011557504,0,J,5,,2,1,57,105,Y,1,1,,2,1131619890115006,504,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115006,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1200,33809,2,21,1965.1055967,198917128701we,,0,1131619890115006
,SPOTTED SEATROUT,198917128701we,113161989011557504,0,J,5,,2,1,57,105,Y,1,1,,2,1131619890115005,504,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115005,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1200,33809,2,22,1965.1055967,198917128701we,,0,1131619890115005
COBIA,BLUEFISH,198917128701we,113161989011557504,0,J,5,,2,1,57,101,Y,6,30,,12,1131619890115004,504,8,7,4,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115004,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835250101,8835260101,1,1,8,1130,34249,2,23,1965.1055967,198917128701we,,0,1131619890115004
,SPOTTED SEATROUT,198917128701we,113161989011557504,0,J,5,,2,1,57,101,Y,2,50,,12,1131619890115003,504,8,7,3,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115003,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1130,34249,2,50,1965.1055967,198917128701we,,0,1131619890115003
,,198917128702we,113461989020437568,0,4,5,,2,1,37,83,O,2,2,,6,1134619890204002,568,8,7,4,0,0,,,,6,12,13,7,1,1,1989,1134619890204,02,we,,,1134619890204002,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1521,30752,2,36,2424.0399519,198917128702we,,0,1134619890204002
,,198917128701we,113161989011557504,0,J,5,,2,1,57,57,Y,16,52,,5,1131619890115002,504,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115002,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1130,99998,2,46,1965.1055967,198917128701we,,0,1131619890115002
RED DRUM,SPOTTED SEATROUT,198917128701we,113161989011557504,0,J,5,,2,1,57,57,Y,16,52,,5,1131619890115001,504,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1131619890115,01,we,,,1131619890115001,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1115,99998,2,55,1965.1055967,198917128701we,,0,1131619890115001
,PINFISH,198917128701we,1131619890108103728,0,5,5,,1,1,103,67,O,10,20,,1,1131619890108002,728,8,7,0,1,0,,,,,12,26,7,1,1,1989,1131619890108,01,we,,,1131619890108002,1,40,0,8,9,,,12JUN91:15:13,8,1,1,,,,8835430201,,1,1,8,1200,38875,2,55,2411.5154283,198917128701we,,0,1131619890108002
,,198917128701we,1100819890115103770,0,J,5,,2,1,103,103,Y,10,150,,4,1100819890115020,770,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1100819890115,01,we,,,1100819890115020,,,,8,9,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1502,33709,2,32,1965.1055967,198917128701we,,0,1100819890115020
,SEATROUT GENUS,198917128701we,1100819890115103770,0,J,5,,2,1,103,73,O,1,1,,3,1100819890115019,770,8,7,1,0,0,,,,6,12,45,7,1,1,1989,1100819890115,01,we,,,1100819890115019,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440100,,1,1,8,1401,39676,2,72,1603.2422789,198917128701we,,0,1100819890115019
,SEATROUT GENUS,198917128701we,1100819890115103770,0,J,5,,2,1,103,103,Y,20,150,,4,1100819890115014,770,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1100819890115,01,we,,,1100819890115014,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440100,,1,1,8,1317,33707,2,28,1965.1055967,198917128701we,,0,1100819890115014
,SEATROUT GENUS,198917128701we,1100819890115103770,0,J,5,,1,1,103,103,Y,20,100,,4,1100819890115013,770,8,7,3,1,0,,,,7,12,12,7,1,1,1989,1100819890115,01,we,,,1100819890115013,1,,,8,9,,,12JUN91:15:13,8,1,1,,,,8835440100,,1,1,8,1312,33707,2,29,1965.1055967,198917128701we,,0,1100819890115013
,SPOTTED SEATROUT,198917128701we,1100819890115103770,0,J,5,,2,1,103,57,Y,8,25,,4,1100819890115011,770,8,7,4,0,0,,,,7,12,12,7,1,1,1989,1100819890115,01,we,,,1100819890115011,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1254,33511,2,38,1965.1055967,198917128701we,,0,1100819890115011
,,198917128702we,113461989020437648,0,4,5,,2,1,37,67,O,12,50,,4.5,1134619890204012,648,8,7,1,0,0,,,,6,12,13,7,1,1,1989,1134619890204,02,we,,,1134619890204012,1,0,1,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1747,30068,2,41,1611.5689292,198917128702we,,0,1134619890204012
,SPOTTED SEATROUT,198917128701we,113651989010721215,0,4,5,,2,1,21,21,Y,0,0,,5,1136519890107012,215,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1136519890107,01,we,,,1136519890107012,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1625,33962,2,41,2908.8547154,198917128701we,,0,1136519890107012
,SPOTTED SEATROUT,198917128701we,1100819890115103770,0,J,5,,2,1,103,103,Y,8,104,,5,1100819890115010,770,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1100819890115,01,we,,,1100819890115010,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1250,33713,2,29,1965.1055967,198917128701we,,0,1100819890115010
,SPOTTED SEATROUT,198917128701we,1100819890115103770,0,J,5,,2,1,103,57,Y,1,3,,5,1100819890115009,770,8,7,4,0,0,,,,7,12,12,7,1,1,1989,1100819890115,01,we,,,1100819890115009,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1244,33614,2,41,1965.1055967,198917128701we,,0,1100819890115009
,SPOTTED SEATROUT,198917128701we,1100819890115103770,0,J,5,,2,1,103,57,Y,4,20,,5,1100819890115008,770,8,7,2,0,0,,,,7,12,12,7,1,1,1989,1100819890115,01,we,,,1100819890115008,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1230,33605,2,44,1965.1055967,198917128701we,,0,1100819890115008
,SEATROUT GENUS,198917128701we,1100819890115103770,0,J,5,,2,1,103,103,Y,12,60,,4,1100819890115005,770,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1100819890115,01,we,,,1100819890115005,1,,,8,9,,,12JUN91:15:13,8,8,99,,,,8835440100,,1,1,8,1152,33541,2,47,1965.1055967,198917128701we,,0,1100819890115005
,SILVER SEATROUT,198917128701we,113671989010715238,0,5,5,,3,0,15,15,Y,12,50,,3.5,1136719890107003,238,8,7,2,0,1,,,,7,12,12,7,1,1,1989,1136719890107,01,we,,,1136719890107003,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440103,,1,1,8,1215,33952,2,63,2908.8547154,198917128701we,,0,1136719890107001
,SEATROUT GENUS,198917128701we,1100819890115103770,0,J,5,,2,1,103,103,Y,12,60,,4,1100819890115004,770,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1100819890115,01,we,,,1100819890115004,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440100,,1,1,8,1149,33541,2,45,1965.1055967,198917128701we,,0,1100819890115004
,SEATROUT GENUS,198917128701we,1100819890115103770,0,J,5,,1,1,103,61,O,1,2,,3,1100819890115003,770,8,7,0,1,0,,,,5,12,36,7,1,1,1989,1100819890115,01,we,,,1100819890115003,1,1,0,8,9,,,12JUN91:15:13,8,1,1,,,,8835440100,,1,1,8,1146,31374,2,40,1603.2422789,198917128701we,,0,1100819890115003
,SEATROUT GENUS,198917128701we,1100819890115103770,0,J,5,,2,1,103,103,Y,3,52,,5,1100819890115002,770,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1100819890115,01,we,,,1100819890115002,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440100,,1,1,8,1132,99998,2,71,1965.1055967,198917128701we,,0,1100819890115002
SEATROUT GENUS,COMMON SNOOK,198917128701we,1100819890115103770,0,J,5,,2,1,103,103,Y,3,20,,2,1100819890115001,770,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1100819890115,01,we,,,1100819890115001,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835010105,8835440100,1,1,8,1116,33715,2,26,1965.1055967,198917128701we,,0,1100819890115001
,SPOTTED SEATROUT,198917128702wd,108051989020829989,0,3,5,,2,1,29,1,N,4,24,,4,1080519890208001,989,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1080519890208,02,wd,,,1080519890208001,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1402,32618,2,73,820.52070532,198917128702wd,,0,1080519890208001
,SPOTTED SEATROUT,198917128701we,108051989012817957,0,3,5,,1,2,17,17,Y,8,48,,4.5,1080519890128002,957,8,7,2,1,0,,,,7,12,12,7,1,1,1989,1080519890128,01,we,,,1080519890128002,1,,,8,1,,,12JUN91:15:13,8,2,1,,,,8835440102,,1,1,2,1450,32649,2,50,1975.3116319,198917128701we,,0,1080519890128002
,,198917128701we,113671989010715238,0,3,5,,2,1,15,15,Y,6,60,,3,1136719890107014,238,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1136719890107,01,we,,,1136719890107014,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1710,33948,2,52,2908.8547154,198917128701we,,0,1136719890107014
,GRAY SNAPPER,198917128701we,108051989011553976,0,3,5,,2,1,53,101,Y,3,,,3,1080519890115003,976,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1080519890115,01,we,,,1080519890115003,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835360102,,1,98,8,1537,33525,2,38,1975.3116319,198917128701we,,0,1080519890115003
RED DRUM,SPOTTED SEATROUT,198917128701we,108051989010817957,0,3,5,,1,1,17,17,Y,8,48,,6,1080519890108007,957,8,7,1,1,0,,,,7,12,12,7,1,1,1989,1080519890108,01,we,,,1080519890108007,1,6,0,8,1,,,12JUN91:15:13,8,1,1,,,,8835440102,8835440901,1,98,8,1605,32629,2,33,1975.3116319,198917128701we,,0,1080519890108007
,SPOTTED SEATROUT,198917128701we,108051989010817957,0,3,5,,1,2,17,105,Y,14,24,,6,1080519890108006,957,8,7,1,1,0,,,,7,12,12,7,1,1,1989,1080519890108,01,we,,,1080519890108006,1,8,0,8,1,,,12JUN91:15:13,8,2,1,,,,8835440102,,1,98,2,1600,33809,2,62,1975.3116319,198917128701we,,0,1080519890108006
,,198917128702we,102631989020437233,0,5,5,,2,1,37,55,O,20,100,,2.5,1026319890204004,233,8,7,1,0,0,,,,,12,26,7,1,1,1989,1026319890204,02,we,,,1026319890204004,1,0,1,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,98,8,1535,39684,2,71,1611.5689292,198917128702we,,0,1026319890204004
,SPOTTED SEATROUT,198917128702we,102631989020437233,0,5,5,,2,1,37,123,O,50,100,,2.5,1026319890204003,233,8,7,2,0,0,,,,,12,26,7,1,1,1989,1026319890204,02,we,,,1026319890204003,1,0,1,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1530,39377,2,66,1611.5689292,198917128702we,,0,1026319890204003
,SEATROUT GENUS,198917128702we,102631989020437233,0,5,5,,2,1,37,37,Y,2,48,,2.5,1026319890204001,233,8,7,3,0,0,,,,7,12,12,7,2,1,1989,1026319890204,02,we,,,1026319890204001,1,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440100,,1,1,8,1425,32322,2,51,1975.3116319,198917128702we,,0,1026319890204001
,RED DRUM,198917128701we,113671989011415238,0,3,5,,2,1,15,71,Y,9,60,,4,1136719890114002,238,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1136719890114,01,we,,,1136719890114002,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,,1,1,8,1400,33901,2,35,2908.8547154,198917128701we,,0,1136719890114002
,,198917128701we,113671989012921269,0,3,5,,2,1,21,21,Y,4,30,,5,1136719890129010,269,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1136719890129,01,we,,,1136719890129010,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1620,33964,2,26,2908.8547154,198917128701we,,0,1136719890129010
,SHEEPSHEAD,198917128701we,102631989012837233,0,3,5,,2,1,37,73,Y,4,15,,4,1026319890128003,233,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1026319890128,01,we,,,1026319890128003,1,0,6,8,1,,,12JUN91:15:13,8,8,1,,,,8835430301,,1,1,8,1525,32312,2,40,1975.3116319,198917128701we,,0,1026319890128003
,SPOTTED SEATROUT,198917128702we,100091989021881931,0,5,5,,2,1,81,81,Y,4,26,,3,1000919890218004,931,8,7,2,0,0,,,,7,12,12,7,1,1,1989,1000919890218,02,we,,,1000919890218004,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1520,34205,2,25,2955.8118114,198917128702we,,0,1000919890218004
,SPOTTED SEATROUT,198917128702we,100091989021881931,0,5,5,,1,1,81,81,Y,8,52,,3,1000919890218003,931,8,7,3,2,0,,,,7,12,12,7,1,1,1989,1000919890218,02,we,,,1000919890218003,1,,,8,1,,,12JUN91:15:13,8,1,1,,,,8835440102,,1,1,8,1504,34205,2,35,2955.8118114,198917128702we,,0,1000919890218003
RED DRUM,SPOTTED SEATROUT,198917128702we,100091989021881931,0,J,5,,2,1,81,81,Y,2,12,,4,1000919890218002,931,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1000919890218,02,we,,,1000919890218002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1450,34208,2,9,2955.8118114,198917128702we,,0,1000919890218002
RED DRUM,SPOTTED SEATROUT,198917128702we,100091989021881931,0,J,5,,2,1,81,81,Y,8,52,,4,1000919890218001,931,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1000919890218,02,we,,,1000919890218001,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1447,34208,2,35,2955.8118114,198917128702we,,0,1000919890218001
,,198917128701wd,1000919890127103338,0,J,5,,2,1,103,57,Y,4,24,,3,1000919890127008,338,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1000919890127,01,wd,,,1000919890127008,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1223,33566,2,35,4120.6423794,198917128701wd,,0,1000919890127008
,,198917128701wd,1000919890127103338,0,J,5,,1,1,103,57,Y,2,2,,3,1000919890127007,338,8,7,0,1,0,,,,7,12,12,7,1,1,1989,1000919890127,01,wd,,,1000919890127007,1,1,0,8,1,,,12JUN91:15:13,8,1,1,,,,,,1,1,8,1219,33566,2,62,4120.6423794,198917128701wd,,0,1000919890127007
,SPOTTED SEATROUT,198917128701wd,1000919890127103724,0,J,5,,2,1,103,103,Y,6,24,,2,1000919890127001,724,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1000919890127,01,wd,,,1000919890127001,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,825,33703,2,25,4120.6423794,198917128701wd,,0,1000919890127001
,RED DRUM,198917128702we,113671989020421215,0,4,5,,1,1,21,21,Y,12,50,,7,1136719890204012,215,8,7,2,2,0,,,,7,12,12,7,1,1,1989,1136719890204,02,we,,,1136719890204012,1,,,8,1,,,12JUN91:15:13,8,1,1,,,,8835440901,,1,1,8,1545,33962,2,40,2908.8547154,198917128702we,,0,1136719890204012
,SPOTTED SEATROUT,198917128701we,1000919890107103620,0,J,5,,2,1,103,103,Y,3,24,,1.5,1000919890107021,620,8,7,5,0,0,,,,7,12,12,7,1,1,1989,1000919890107,01,we,,,1000919890107021,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1807,33710,2,38,2955.8118114,198917128701we,,0,1000919890107021
,,198917128701we,1000919890107103620,0,J,5,,3,0,103,103,Y,8,52,,2,1000919890107020,620,8,7,1,0,1,,,,7,12,12,7,1,1,1989,1000919890107,01,we,,,1000919890107020,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1805,33710,2,33,2955.8118114,198917128701we,,0,1000919890107019
,,198917128701we,1000919890107103620,0,J,5,,1,2,103,103,Y,8,52,,2,1000919890107019,620,8,7,1,1,0,,,,7,12,12,7,1,1,1989,1000919890107,01,we,,,1000919890107019,1,,,8,1,,,12JUN91:15:13,8,2,1,,,,,,1,1,2,1803,33710,2,37,2955.8118114,198917128701we,,0,1000919890107019
,LEFTEYE FLOUNDER FAMILY,198917128701we,1000919890107103620,0,J,5,,2,1,103,103,Y,3,6,,2,1000919890107018,620,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1000919890107,01,we,,,1000919890107018,,,,8,9,,,12JUN91:15:13,8,8,1,,,,8857030000,,1,1,8,1758,33710,2,34,2955.8118114,198917128701we,,0,1000919890107018
,SPOTTED SEATROUT,198917128701we,1000919890107103620,0,J,5,,2,1,103,103,Y,50,180,,4,1000919890107012,620,8,7,2,0,0,,,,7,12,12,7,1,1,1989,1000919890107,01,we,,,1000919890107012,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1600,33710,2,33,2955.8118114,198917128701we,,0,1000919890107012
,,198917128701we,1000919890107103620,0,J,5,,2,1,103,103,Y,0,5,,1.5,1000919890107011,620,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1000919890107,01,we,,,1000919890107011,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1559,33713,2,55,2955.8118114,198917128701we,,0,1000919890107011
,,198917128701we,1000919890107103620,0,J,5,,2,1,103,103,Y,0,5,,1.5,1000919890107010,620,8,7,1,0,0,,,,7,12,12,7,1,1,1989,1000919890107,01,we,,,1000919890107010,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1554,33713,2,45,2955.8118114,198917128701we,,0,1000919890107010
,,198917128701we,1000919890107103620,0,J,5,,2,1,103,103,Y,1,6,,2.5,1000919890107009,620,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1000919890107,01,we,,,1000919890107009,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1547,33713,2,23,2955.8118114,198917128701we,,0,1000919890107009
,SPOTTED SEATROUT,198917128701we,1000919890107103620,0,J,5,,2,1,103,57,Y,2,2,,4,1000919890107008,620,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1000919890107,01,we,,,1000919890107008,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1543,33625,2,29,2955.8118114,198917128701we,,0,1000919890107008
,SPOTTED SEATROUT,198917128701we,1000919890107103620,0,J,5,,2,1,103,103,Y,8,28,,4,1000919890107007,620,8,7,0,0,0,,,,7,12,12,7,1,1,1989,1000919890107,01,we,,,1000919890107007,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1540,33714,2,42,2955.8118114,198917128701we,,0,1000919890107007
,SPOTTED SEATROUT,198917128701we,1000919890107103620,0,J,5,,1,1,103,103,Y,4,26,,4,1000919890107006,620,8,7,2,2,0,,,,7,12,12,7,1,1,1989,1000919890107,01,we,,,1000919890107006,1,,,8,1,,,12JUN91:15:13,8,1,1,,,,8835440102,,1,1,8,1537,33710,2,64,2955.8118114,198917128701we,,0,1000919890107006
,,198917228301wd,11298198901252350,0,1,1,,2,1,23,97,N,0,1,,3.5,1129819890125008,50,2,3,0,0,0,,,,7,22,22,7,1,1,1989,1129819890125,01,wd,,,1129819890125008,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1710,70525,8,34,2153.9658006,198917228301wd,,0,1129819890125008
,,198917228301wd,11298198901252350,0,1,1,,2,1,23,97,N,0,1,,3.5,1129819890125007,50,2,3,0,0,0,,,,7,22,22,7,1,1,1989,1129819890125,01,wd,,,1129819890125007,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1700,70525,8,47,2153.9658006,198917228301wd,,0,1129819890125007
