prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,198916128302we,11290198902119225,0,1,1,,2,1,9,55,O,30,100,,3,1129019890211003,225,5,3,0,0,0,,,,,12,39,6,1,1,1989,1129019890211,02,we,,,1129019890211003,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1200,34301,8,74,35499.485405,198916128302we,,0,1129019890211003
,,198916128301we,103891989012912721,0,1,1,,2,1,127,127,Y,20,150,,2.5,1038919890129010,21,1,3,0,0,0,,,,6,12,12,6,2,1,1989,1038919890129,01,we,,,1038919890129010,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1435,32014,8,33,25161.04592,198916128301we,,0,1038919890129010
BLUEFISH,CREVALLE JACK,198916128301wd,10629198901309918,0.5,1,1,,2,1,99,3,O,2,12,,2.5,1062919890130011,18,2,3,0,0,0,,,,4,12,9,6,1,1,1989,1062919890130,01,wd,,,1062919890130011,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835280303,8835250101,1,88,8,1410,36033,8,30,21447.729978,198916128301wd,,0,1062919890130011
,,198916128302we,11290198902119225,0,1,1,,2,1,9,43,O,60,90,,4,1129019890211004,225,5,3,0,0,0,,,,5,12,42,6,1,1,1989,1129019890211,02,we,,,1129019890211004,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1215,35202,8,69,35499.485405,198916128302we,,0,1129019890211004
,,198916128301wd,10629198901069985,1,1,1,,1,1,99,81,O,0,1,,5,1062919890106009,85,1,3,0,1,0,,,,5,12,36,6,1,1,1989,1062919890106,01,wd,,,1062919890106009,2,1,0,8,1,,,12JUN91:15:13,1,1,1,,,,,,1,88,8,1330,31362,8,35,21447.729978,198916128301wd,,0,1062919890106009
,,198916128301wd,10629198901069985,1,1,1,,2,1,99,81,O,0,1,,5,1062919890106008,85,1,3,0,0,0,,,,5,12,36,6,1,1,1989,1062919890106,01,wd,,,1062919890106008,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1325,31362,8,32,21447.729978,198916128301wd,,0,1062919890106008
RED SNAPPER,GRAY SNAPPER,198916128301we,10629198901229985,0,1,1,,2,1,99,99,Y,3,26,,2,1062919890122012,85,1,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890122,01,we,,,1062919890122012,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835360102,8835360107,1,88,8,1450,33415,8,30,25161.04592,198916128301we,,0,1062919890122012
,,198916128301we,103891989012912721,0,1,1,,2,1,127,95,Y,1,1,,3,1038919890129014,21,1,3,0,0,0,,,,6,12,12,6,2,1,1989,1038919890129,01,we,,,1038919890129014,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1610,32804,8,23,25161.04592,198916128301we,,0,1038919890129014
,,198916128301we,10629198901229985,1,1,1,,2,1,99,49,O,14,14,,4.5,1062919890122007,85,1,3,0,0,0,,,,,12,26,6,1,1,1989,1062919890122,01,we,,,1062919890122007,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1310,38439,8,63,18511.44593,198916128301we,,0,1062919890122007
,,198916128301we,10629198901229985,0,1,1,,2,1,99,99,Y,1,8,,2,1062919890122015,85,1,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890122,01,we,,,1062919890122015,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1525,33484,8,32,25161.04592,198916128301we,,0,1062919890122015
,,198916128301we,103891989012912721,0,1,1,,2,1,127,998,O,0,0,,2.5,1038919890129018,21,1,3,0,0,0,,,,,12,99,6,1,1,1989,1038919890129,01,we,,,1038919890129018,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1720,99997,8,51,18511.44593,198916128301we,,0,1038919890129018
,,198916128301we,11290198901089299,0,1,1,,2,1,9,9,Y,1,,,3,1129019890108005,299,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1129019890108,01,we,,,1129019890108005,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1235,32811,8,32,48251.454036,198916128301we,,0,1129019890108005
,,198916128301wd,10629198901309918,0,1,1,,2,1,99,91,O,4,12,,3,1062919890130016,18,2,3,0,0,0,,,,5,12,42,6,1,1,1989,1062919890130,01,wd,,,1062919890130016,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1510,38106,8,68,21447.729978,198916128301wd,,0,1062919890130016
,,198916128301we,10629198901229985,0,1,1,,2,1,99,99,Y,2,5,,2,1062919890122004,85,1,3,1,0,0,,,,6,12,12,6,1,1,1989,1062919890122,01,we,,,1062919890122004,2,0,1,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1150,33460,8,21,25161.04592,198916128301we,,0,1062919890122004
,SPOTTED SEATROUT,198916128301we,11290198901089299,0,1,1,,2,1,9,9,Y,20,300,,3,1129019890108009,299,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1129019890108,01,we,,,1129019890108009,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835440102,,1,88,8,1310,32796,8,30,48251.454036,198916128301we,,0,1129019890108009
,SPOTTED SEATROUT,198916128301we,11290198901089299,0,1,1,,2,1,9,9,Y,15,40,,6,1129019890108003,299,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1129019890108,01,we,,,1129019890108003,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835440102,,1,88,8,1220,32780,8,65,48251.454036,198916128301we,,0,1129019890108003
STRIPED MOJARRA,FLORIDA POMPANO,198916128301we,10629198901229985,0,1,1,,2,1,99,99,Y,4,52,,3,1062919890122010,85,1,3,1,0,0,,,,6,12,12,6,2,1,1989,1062919890122,01,we,,,1062919890122010,2,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835280901,8835390203,1,88,8,1420,33461,8,35,25161.04592,198916128301we,,0,1062919890122010
,,198916128301wd,10629198901069918,0,1,1,,2,1,99,99,Y,6,6,,2.5,1062919890106001,18,2,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890106,01,wd,,,1062919890106001,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1105,33403,8,68,29152.088978,198916128301wd,,0,1062919890106001
,,198916128302we,11290198902119225,0,1,1,,2,1,9,9,Y,25,200,,3,1129019890211005,225,5,3,0,0,0,,,,6,12,12,6,8,1,1989,1129019890211,02,we,,,1129019890211005,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,2,88,8,1245,32937,8,74,48251.454036,198916128302we,,0,1129019890211005
,SHEEPSHEAD,198916128301we,103891989012912721,0,1,1,,1,1,127,117,Y,0,0,,3,1038919890129005,21,1,3,0,1,0,,,,6,12,12,6,1,1,1989,1038919890129,01,we,,,1038919890129005,2,1,0,8,1,,,12JUN91:15:13,1,1,1,,,,8835430301,,1,88,8,1300,32750,8,23,25161.04592,198916128301we,,0,1038919890129005
,,198916128301we,103891989012912721,0,1,1,,2,1,127,127,Y,25,350,,2,1038919890129002,21,1,3,0,0,0,,,,6,12,12,6,2,1,1989,1038919890129,01,we,,,1038919890129002,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1050,32018,8,29,25161.04592,198916128301we,,0,1038919890129002
,,198916128301wd,10629198901069985,1,1,1,,2,1,99,95,Y,0,1,,6,1062919890106017,85,1,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890106,01,wd,,,1062919890106017,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1625,99998,8,13,29152.088978,198916128301wd,,0,1062919890106017
,SPOTTED SEATROUT,198916128301we,11290198901089299,0,1,1,,2,1,9,9,Y,1,5,,6,1129019890108008,299,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1129019890108,01,we,,,1129019890108008,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835440102,,1,88,8,1300,32754,8,49,48251.454036,198916128301we,,0,1129019890108008
,,198916128301wd,10629198901069918,0,1,1,,2,1,99,125,O,1,1,,2.5,1062919890106002,18,2,3,0,0,0,,,,,12,26,6,1,1,1989,1062919890106,01,wd,,,1062919890106002,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1125,38085,8,33,21447.729978,198916128301wd,,0,1062919890106002
,UNIDENTIFIED (SHARKS),198916128301we,11290198901089299,0,1,1,,2,1,9,9,Y,2,50,,5,1129019890108002,299,5,3,1,0,0,,,,6,12,12,6,1,1,1989,1129019890108,01,we,,,1129019890108002,2,0,1,8,1,,,12JUN91:15:13,1,8,1,,,,1000000002,,1,88,8,1215,32780,8,56,48251.454036,198916128301we,,0,1129019890108002
,,198916128301we,10629198901229985,0,1,1,,2,1,99,99,Y,4,6,,2,1062919890122008,85,1,3,1,0,0,,,,6,12,12,6,1,1,1989,1062919890122,01,we,,,1062919890122008,2,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1335,33411,8,31,25161.04592,198916128301we,,0,1062919890122008
,,198916128301we,103891989012912721,0,1,1,,2,1,127,127,Y,20,150,,2.5,1038919890129011,21,1,3,0,0,0,,,,6,12,12,6,2,1,1989,1038919890129,01,we,,,1038919890129011,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1440,32014,8,10,25161.04592,198916128301we,,0,1038919890129011
,BLUEFISH,198916128301wd,10629198901309918,0,1,1,,2,1,99,99,Y,1,2,,1,1062919890130017,18,2,3,0,0,0,,,,6,12,12,6,2,1,1989,1062919890130,01,wd,,,1062919890130017,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835250101,,1,88,8,1520,33458,8,20,29152.088978,198916128301wd,,0,1062919890130017
,,198916128301we,103891989012912721,0,1,1,,2,1,127,127,Y,25,150,,2.5,1038919890129003,21,1,3,0,0,0,,,,6,12,12,6,1,1,1989,1038919890129,01,we,,,1038919890129003,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1125,32019,8,91,25161.04592,198916128301we,,0,1038919890129003
,,198916128301we,103891989012912721,0,1,1,,1,1,127,117,Y,2,24,,3,1038919890129007,21,1,3,0,1,0,,,,6,12,12,6,1,1,1989,1038919890129,01,we,,,1038919890129007,2,1,0,8,1,,,12JUN91:15:13,1,1,1,,,,,,1,88,8,1310,32750,8,28,25161.04592,198916128301we,,0,1038919890129007
,,198916128301we,103891989012912721,0,1,1,,2,1,127,95,Y,1,1,,3,1038919890129015,21,1,3,0,0,0,,,,6,12,12,6,2,1,1989,1038919890129,01,we,,,1038919890129015,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1615,32804,8,25,25161.04592,198916128301we,,0,1038919890129015
,,198916128301we,103891989012912721,0,1,1,,2,1,127,83,O,1,6,,3,1038919890129019,21,1,3,0,0,0,,,,7,12,12,6,1,1,1989,1038919890129,01,we,,,1038919890129019,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1735,32673,8,60,18511.44593,198916128301we,,0,1038919890129019
,,198916128301wd,10629198901069985,0,1,1,,2,1,99,119,O,0,1,,2,1062919890106011,85,1,3,0,0,0,,,,5,12,36,6,1,1,1989,1062919890106,01,wd,,,1062919890106011,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1425,30701,8,43,21447.729978,198916128301wd,,0,1062919890106011
,SEATROUT GENUS,198916128301we,11290198901089299,0,1,1,,2,1,9,9,Y,4,4,,3,1129019890108011,299,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1129019890108,01,we,,,1129019890108011,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835440100,,1,88,8,1320,32953,8,39,48251.454036,198916128301we,,0,1129019890108011
,,198916128301we,103891989012912721,0,1,1,,2,1,127,127,Y,25,350,,2,1038919890129001,21,1,3,0,0,0,,,,6,12,12,6,2,1,1989,1038919890129,01,we,,,1038919890129001,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1045,32018,8,30,25161.04592,198916128301we,,0,1038919890129001
,,198916128301wd,10629198901069918,0,1,1,,2,1,99,99,Y,1,10,,2.5,1062919890106006,18,2,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890106,01,wd,,,1062919890106006,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1215,33319,8,65,29152.088978,198916128301wd,,0,1062919890106006
PERMIT,COBIA,198916128301we,10629198901229985,1,1,1,,2,1,99,99,Y,32,200,,7,1062919890122019,85,1,3,1,0,0,,,,6,12,12,6,1,1,1989,1062919890122,01,we,,,1062919890122019,2,0,1,8,1,,,12JUN91:15:13,1,8,1,,,,8835260101,8835280902,1,88,8,1555,33410,8,25,25161.04592,198916128301we,,0,1062919890122019
,,198916128301wd,10629198901069985,0,1,1,,2,1,99,125,O,2,2,,5,1062919890106012,85,1,3,0,0,0,,,,,12,26,6,1,1,1989,1062919890106,01,wd,,,1062919890106012,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1450,38010,8,27,21447.729978,198916128301wd,,0,1062919890106012
,,198916128301we,103891989012912721,0,1,1,,2,1,127,117,Y,4,24,,2.5,1038919890129012,21,1,3,0,0,0,,,,6,12,12,6,2,1,1989,1038919890129,01,we,,,1038919890129012,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1520,32708,8,22,25161.04592,198916128301we,,0,1038919890129012
,GULF KINGFISH,198916128301we,106291989011699278,0,1,1,,2,1,99,9,O,16,16,,2.5,1062919890116016,278,1,3,3,0,0,,,,5,12,34,6,1,1,1989,1062919890116,01,we,,,1062919890116016,2,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835440602,,1,88,8,1600,38260,8,72,18511.44593,198916128301we,,0,1062919890116016
,BLUEFISH,198916128301wd,106291989012785297,1,3,5,,2,1,85,85,Y,30,80,,4,1062919890127009,297,3,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890127,01,wd,,,1062919890127009,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835250101,,1,88,8,1405,34996,8,67,18702.182473,198916128301wd,,0,1062919890127009
,,198916128302wd,10629198902099993,0,3,5,,1,1,99,85,O,2,30,,3,1062919890209017,93,3,3,1,1,0,,,,,12,39,6,1,1,1989,1062919890209,02,wd,,,1062919890209017,2,1,2,8,1,,,12JUN91:15:13,8,1,1,,,,,,1,88,8,1615,34060,8,65,13759.540868,198916128302wd,,0,1062919890209017
FLORIDA POMPANO,STRIPED MOJARRA,198916128302wd,10629198902099993,0,3,5,,2,1,99,99,Y,32,200,,3.5,1062919890209012,93,3,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890209,02,wd,,,1062919890209012,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835390203,8835280901,1,88,8,1515,33462,8,75,18702.182473,198916128302wd,,0,1062919890209012
,,198916128301we,1038919890128127930,0,3,5,,2,1,127,127,Y,1,12,,1.5,1038919890128001,930,1,3,0,0,0,,,,6,12,12,6,2,1,1989,1038919890128,01,we,,,1038919890128001,,,,8,9,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1005,32074,8,21,16141.775375,198916128301we,,0,1038919890128001
,BLUEFISH,198916128301wd,10389198901139146,0,3,5,,2,1,9,9,Y,6,52,,3,1038919890113006,146,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1038919890113,01,wd,,,1038919890113006,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835250101,,1,88,8,1135,32920,8,29,18702.182473,198916128301wd,,0,1038919890113006
ATLANTIC CROAKER,STRIPED MOJARRA,198916128301wd,106291989012785319,1,3,5,,2,1,85,85,Y,30,150,,2,1062919890127015,319,3,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890127,01,wd,,,1062919890127015,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835390203,8835440702,1,88,8,1530,34996,8,81,18702.182473,198916128301wd,,0,1062919890127015
,,198916128301we,1038919890128127930,0,3,5,,2,1,127,55,O,0,0,,2.5,1038919890128004,930,1,3,0,0,0,,,,5,12,42,6,1,1,1989,1038919890128,01,we,,,1038919890128004,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1100,37201,8,55,11875.802104,198916128301we,,0,1038919890128004
,,198916128302wd,10629198902099993,0,3,5,,1,1,99,25,O,3,24,,2,1062919890209008,93,3,3,0,1,0,,,,5,12,34,6,1,1,1989,1062919890209,02,wd,,,1062919890209008,2,1,0,8,1,,,12JUN91:15:13,8,1,1,,,,,,1,88,8,1335,37739,8,61,13759.540868,198916128302wd,,0,1062919890209008
,,198916128301wd,106291989012785319,0,3,5,,2,1,85,1,O,2,2,,3,1062919890127017,319,3,3,0,0,0,,,,4,12,25,6,1,1,1989,1062919890127,01,wd,,,1062919890127017,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1550,32167,8,19,13759.540868,198916128301wd,,0,1062919890127017
,STRIPED MOJARRA,198916128302wd,10629198902099993,0,3,5,,2,1,99,99,Y,12,300,,1.5,1062919890209003,93,3,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890209,02,wd,,,1062919890209003,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835390203,,1,88,8,1145,33462,8,57,18702.182473,198916128302wd,,0,1062919890209003
,,198916128302wd,10629198902099993,0,3,5,,2,1,99,5,O,0,1,,1,1062919890209018,93,3,3,0,0,0,,,,,12,55,6,2,1,1989,1062919890209,02,wd,,,1062919890209018,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1620,34004,8,63,13759.540868,198916128302wd,,0,1062919890209018
,,198916128302wd,10629198902099993,0,3,5,,2,1,99,11,O,0,1,,2,1062919890209006,93,3,3,0,0,0,,,,5,12,36,6,1,1,1989,1062919890209,02,wd,,,1062919890209006,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1245,33021,8,50,13759.540868,198916128302wd,,0,1062919890209006
,STRIPED MOJARRA,198916128301wd,106291989012785319,0,3,5,,2,1,85,77,O,12,12,,2,1062919890127013,319,3,3,0,0,0,,,,,12,26,6,1,1,1989,1062919890127,01,wd,,,1062919890127013,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835390203,,1,88,8,1510,39008,8,85,13759.540868,198916128301wd,,0,1062919890127013
,BLUEFISH,198916128301wd,10389198901139146,1,3,5,,2,1,9,95,Y,1,4,,3,1038919890113019,146,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1038919890113,01,wd,,,1038919890113019,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835250101,,1,88,8,1650,32805,8,43,18702.182473,198916128301wd,,0,1038919890113019
,,198916128301wd,10389198901139146,0,3,5,,2,1,9,9,Y,25,250,,3,1038919890113014,146,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1038919890113,01,wd,,,1038919890113014,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1430,32920,8,65,18702.182473,198916128301wd,,0,1038919890113014
,,198916128301wd,106291989012785319,0,3,5,,2,1,85,35,O,25,25,,3,1062919890127011,319,3,3,0,0,0,,,,5,12,34,6,1,1,1989,1062919890127,01,wd,,,1062919890127011,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1500,37060,8,77,13759.540868,198916128301wd,,0,1062919890127011
FLORIDA POMPANO,STRIPED MOJARRA,198916128302wd,10629198902099993,0,3,5,,1,1,99,99,Y,30,30,,2,1062919890209010,93,3,3,0,2,0,,,,6,12,12,6,1,1,1989,1062919890209,02,wd,,,1062919890209010,2,2,0,8,1,,,12JUN91:15:13,8,1,1,,,,8835390203,8835280901,1,88,8,1425,33445,8,70,18702.182473,198916128302wd,,0,1062919890209010
,,198916128301wd,106291989011299278,0,3,5,,2,1,99,99,Y,1,12,,2,1062919890112008,278,3,3,1,0,0,,,,6,12,12,6,1,1,1989,1062919890112,01,wd,,,1062919890112008,2,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1330,33403,8,64,18702.182473,198916128301wd,,0,1062919890112008
,,198916128301we,1038919890128127930,0,3,5,,2,1,127,209,O,0,0,,2,1038919890128005,930,1,3,0,0,0,,,,,12,21,6,1,1,1989,1038919890128,01,we,,,1038919890128005,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1135,30324,8,69,11875.802104,198916128301we,,0,1038919890128005
BLUEFISH,STRIPED MOJARRA,198916128301wd,106291989010985319,0,3,5,,1,1,85,111,Y,12,30,,2.5,1062919890109015,319,3,3,1,2,0,,,,6,12,12,6,1,1,1989,1062919890109,01,wd,,,1062919890109015,2,,,8,1,,,12JUN91:15:13,8,1,1,,,,8835390203,8835250101,1,88,8,1530,34957,8,65,18702.182473,198916128301wd,,0,1062919890109015
,,198916128301wd,106291989012785319,0,3,5,,2,1,85,85,Y,2,20,,1.5,1062919890127019,319,3,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890127,01,wd,,,1062919890127019,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1605,33455,8,73,18702.182473,198916128301wd,,0,1062919890127019
,,198916128302wd,10629198902099993,0,3,5,,2,1,99,11,O,0,1,,2,1062919890209005,93,3,3,0,0,0,,,,5,12,36,6,1,1,1989,1062919890209,02,wd,,,1062919890209005,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1235,33021,8,55,13759.540868,198916128302wd,,0,1062919890209005
,STRIPED MOJARRA,198916128302wd,10629198902099993,0,3,5,,2,1,99,99,Y,48,300,,1.5,1062919890209002,93,3,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890209,02,wd,,,1062919890209002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835390203,,1,88,8,1135,33462,8,21,18702.182473,198916128302wd,,0,1062919890209002
,,198916128301wd,10389198901139146,1,3,5,,2,1,9,95,Y,6,52,,3,1038919890113020,146,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1038919890113,01,wd,,,1038919890113020,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1655,32805,8,30,18702.182473,198916128301wd,,0,1038919890113020
ATLANTIC CROAKER,STRIPED MOJARRA,198916128302wd,10629198902099993,0,3,5,,1,1,99,99,Y,4,12,,2,1062919890209001,93,3,3,0,1,0,,,,6,12,12,6,1,1,1989,1062919890209,02,wd,,,1062919890209001,2,1,0,8,1,,,12JUN91:15:13,8,1,1,,,,8835390203,8835440702,1,88,8,1115,33461,8,66,18702.182473,198916128302wd,,0,1062919890209001
,BLUEFISH,198916128301wd,106291989012785319,0,3,5,,2,1,85,1,O,30,30,,3,1062919890127010,319,3,3,1,0,0,,,,4,12,9,6,1,1,1989,1062919890127,01,wd,,,1062919890127010,2,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835250101,,1,88,8,1440,99998,8,54,13759.540868,198916128301wd,,0,1062919890127010
,,198916128302wd,10629198902099993,0.5,3,5,,2,1,99,27,O,1,14,,4,1062919890209004,93,3,3,2,0,0,,,,5,12,36,6,1,1,1989,1062919890209,02,wd,,,1062919890209004,2,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1210,32603,8,46,13759.540868,198916128302wd,,0,1062919890209004
,,198916128301wd,10389198901139146,0,3,5,,2,1,9,95,Y,8,52,,2,1038919890113012,146,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1038919890113,01,wd,,,1038919890113012,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1305,32817,8,11,18702.182473,198916128301wd,,0,1038919890113012
,,198916128301wd,106291989012785297,0,3,5,,2,1,85,111,Y,40,250,,4,1062919890127005,297,3,3,2,0,0,,,,6,12,12,6,1,1,1989,1062919890127,01,wd,,,1062919890127005,2,0,4,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1225,34952,8,71,18702.182473,198916128301wd,,0,1062919890127005
,,198916128301we,1038919890128127930,0,3,5,,2,1,127,21,O,0,0,,2.5,1038919890128006,930,1,3,0,0,0,,,,6,12,37,6,1,1,1989,1038919890128,01,we,,,1038919890128006,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1215,38704,8,40,11875.802104,198916128301we,,0,1038919890128006
,,198916128301wd,10389198901139146,0,3,5,,2,1,9,95,Y,8,36,,2.5,1038919890113017,146,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1038919890113,01,wd,,,1038919890113017,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1545,32819,8,8,18702.182473,198916128301wd,,0,1038919890113017
,,198916128301wd,10389198901139146,0,3,5,,2,1,9,95,Y,8,52,,2.5,1038919890113009,146,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1038919890113,01,wd,,,1038919890113009,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1220,32805,8,51,18702.182473,198916128301wd,,0,1038919890113009
ATLANTIC CROAKER,STRIPED MOJARRA,198916128301wd,106291989010985319,0,3,5,,1,1,85,59,O,16,104,,3,1062919890109011,319,3,3,0,2,0,,,,,12,26,6,1,1,1989,1062919890109,01,wd,,,1062919890109011,2,2,0,8,1,,,12JUN91:15:13,8,1,1,,,,8835390203,8835440702,1,88,8,1405,39242,8,70,13759.540868,198916128301wd,,0,1062919890109011
,BLUEFISH,198916128301wd,10389198901139146,0,3,5,,1,1,9,9,Y,7,52,,3,1038919890113005,146,5,3,0,2,0,,,,6,12,12,6,1,1,1989,1038919890113,01,wd,,,1038919890113005,2,2,0,8,1,,,12JUN91:15:13,8,1,1,,,,8835250101,,1,88,8,1130,32920,8,28,18702.182473,198916128301wd,,0,1038919890113005
,,198916128301wd,10389198901139146,0,3,5,,2,1,9,95,Y,8,52,,2,1038919890113011,146,5,3,0,0,0,,,,6,12,12,6,1,1,1989,1038919890113,01,wd,,,1038919890113011,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1300,32817,8,45,18702.182473,198916128301wd,,0,1038919890113011
,,198916128301wd,106291989011299278,0,3,5,,2,1,99,99,Y,0,1,,3,1062919890112019,278,3,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890112,01,wd,,,1062919890112019,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1650,33415,8,45,18702.182473,198916128301wd,,0,1062919890112019
,,198916128301wd,106291989011299278,0.5,3,5,,2,1,99,99,Y,16,104,,6,1062919890112017,278,3,3,0,0,0,,,,6,12,12,6,1,1,1989,1062919890112,01,wd,,,1062919890112017,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1620,39131,8,86,18702.182473,198916128301wd,,0,1062919890112017
,YELLOWTAIL SNAPPER,198916128301wd,106291989011299278,0,3,5,,2,1,99,103,O,2,2,,3,1062919890112020,278,3,3,0,0,0,,,,5,12,36,6,1,1,1989,1062919890112,01,wd,,,1062919890112020,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835360401,,1,88,8,1700,31703,8,13,13759.540868,198916128301wd,,0,1062919890112020
